,assignment_id,img_id,answer_correct,explanation_ours,expl_score_ours,confusing_ours,incorrect_ours,insufficient_ours,explanation_gt,expl_score_gt,confusing_gt,incorrect_gt,insufficient_gt,prefer_ours,prefer_gt,prefer_none
selected,33LKR6A5KFWWU1JSN73K9EKZTJYT1Q,4759710534.jpg#2r1c,True,the woman cannot be standing and jogging at the same time,1,False,False,False,"if the woman is jogging, she is most likely not carrying a purse since it would just disturb her while jogging",0.0,False,False,False,True,False,False
selected,33LKR6A5KFWWU1JSN73K9EKZTJYT1Q,3456579559.jpg#1r1e,True,a skateboard trick is a trick,1,False,False,False,if the skateboarder is jumping a trick in the air then the trick is performed in the air,1.0,False,False,False,False,False,False
selected,3TYCR1GOTDV56KWVM9ALFHUUCKMZLD,4494075018.jpg#0r1e,True,a man is near water because he is standing in front of a boat,1,False,False,False,cruises along the water implies near water,1.0,False,False,False,True,False,False
selected,3TYCR1GOTDV56KWVM9ALFHUUCKMZLD,4759710534.jpg#2r1c,True,the woman cannot be standing and jogging at the same time,0,False,False,True,"if the woman is jogging, she is most likely not carrying a purse since it would just disturb her while jogging",0.0,False,False,True,False,False,True
selected,3TYCR1GOTDV56KWVM9ALFHUUCKMZLD,3456579559.jpg#1r1e,True,a skateboard trick is a trick,1,False,False,False,if the skateboarder is jumping a trick in the air then the trick is performed in the air,1.0,False,False,False,True,False,False
selected,3TYCR1GOTDV56KWVM9ALFHUUCKMZLD,2382950929.jpg#1r1c,True,the boy cannot be sitting on rocks and helping a woman cross an intersection simultaneously,0,False,False,True,the boy cannot help an elderly woman cross a busy road at the same time as he ties his shoe near a rock in front of water,0.0,False,False,True,False,False,True
selected,3RWE2M8QWIMYSZTQUSD8MAVXZAUN06,3774986130.jpg#4r1e,True,hula hooping is a form of playing with a toy,1,False,False,False,hula hoops are a toy,1.0,False,False,False,True,False,False
selected,3RWE2M8QWIMYSZTQUSD8MAVXZAUN06,104285082.jpg#2r1n,True,a man playing an instrument is playing for an audience,0.6666666666666666,False,False,True,a man in the picture appears to be playing for an audience,1.0,False,False,True,False,True,False
selected,3RWE2M8QWIMYSZTQUSD8MAVXZAUN06,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1,False,False,False,the man and woman are swaying to music,0.6666666666666666,False,False,False,True,False,False
selected,3RWE2M8QWIMYSZTQUSD8MAVXZAUN06,1810651611.jpg#3r2e,True,a girl is playing outside in a backyard,1,False,False,False,girl is young,0.0,False,False,False,True,False,False
selected,3RWE2M8QWIMYSZTQUSD8MAVXZAUN06,4912431886.jpg#1r1c,True,the man cannot be walking and rappelling simultaneously,1,False,False,False,hanging and walking are different actions building and park are different places,1.0,False,False,False,True,False,False
selected,31HQ4X3T3TM858AHRHGDJOXRP9FSL2,3774986130.jpg#4r1e,True,hula hooping is a form of playing with a toy,1,False,False,False,hula hoops are a toy,0.6666666666666666,False,False,False,True,False,False
selected,31HQ4X3T3TM858AHRHGDJOXRP9FSL2,104285082.jpg#2r1n,True,a man playing an instrument is playing for an audience,0.3333333333333333,False,False,True,a man in the picture appears to be playing for an audience,1.0,False,False,True,False,True,False
selected,31HQ4X3T3TM858AHRHGDJOXRP9FSL2,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1,False,False,False,the man and woman are swaying to music,0.6666666666666666,False,False,False,True,False,False
selected,31HQ4X3T3TM858AHRHGDJOXRP9FSL2,1810651611.jpg#3r2e,True,a girl is playing outside in a backyard,1,False,False,False,girl is young,0.6666666666666666,False,False,False,True,False,False
selected,31HQ4X3T3TM858AHRHGDJOXRP9FSL2,4912431886.jpg#1r1c,True,the man cannot be walking and rappelling simultaneously,1,False,False,False,hanging and walking are different actions building and park are different places,1.0,False,False,False,False,True,False
selected,3JMSRU9HQJ6ARUHT4QYEHGREFGCEVA,3774986130.jpg#4r1e,True,hula hooping is a form of playing with a toy,1,False,False,False,hula hoops are a toy,1.0,False,False,False,True,False,False
selected,3JMSRU9HQJ6ARUHT4QYEHGREFGCEVA,104285082.jpg#2r1n,True,a man playing an instrument is playing for an audience,0.6666666666666666,False,False,True,a man in the picture appears to be playing for an audience,1.0,False,False,True,False,True,False
selected,3JMSRU9HQJ6ARUHT4QYEHGREFGCEVA,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1,False,False,False,the man and woman are swaying to music,0.3333333333333333,False,False,False,True,False,False
selected,3JMSRU9HQJ6ARUHT4QYEHGREFGCEVA,1810651611.jpg#3r2e,True,a girl is playing outside in a backyard,0.6666666666666666,False,False,True,girl is young,0.0,False,False,True,True,False,False
selected,3JMSRU9HQJ6ARUHT4QYEHGREFGCEVA,4912431886.jpg#1r1c,True,the man cannot be walking and rappelling simultaneously,1,False,False,False,hanging and walking are different actions building and park are different places,1.0,False,False,False,False,False,True
selected,3K9FOBBF2IVBPVICJLZRKUNL26CLNG,3774986130.jpg#4r1e,True,hula hooping is a form of playing with a toy,1,False,False,False,hula hoops are a toy,1.0,False,False,False,False,True,False
selected,3K9FOBBF2IVBPVICJLZRKUNL26CLNG,104285082.jpg#2r1n,True,a man playing an instrument is playing for an audience,1,False,False,False,a man in the picture appears to be playing for an audience,1.0,False,False,False,False,True,False
selected,3K9FOBBF2IVBPVICJLZRKUNL26CLNG,1810651611.jpg#3r2e,True,a girl is playing outside in a backyard,1,False,False,False,girl is young,1.0,False,False,False,False,True,False
selected,3K9FOBBF2IVBPVICJLZRKUNL26CLNG,4912431886.jpg#1r1c,True,the man cannot be walking and rappelling simultaneously,1,False,False,False,hanging and walking are different actions building and park are different places,1.0,False,False,False,False,True,False
selected,39ZSFO5CA98IPVELD1Z0IA2N6DAJUE,3774986130.jpg#4r1e,True,hula hooping is a form of playing with a toy,1,False,False,False,hula hoops are a toy,1.0,False,False,False,True,False,False
selected,39ZSFO5CA98IPVELD1Z0IA2N6DAJUE,104285082.jpg#2r1n,True,a man playing an instrument is playing for an audience,1,False,False,False,a man in the picture appears to be playing for an audience,1.0,False,False,False,True,False,False
selected,39ZSFO5CA98IPVELD1Z0IA2N6DAJUE,1810651611.jpg#3r2e,True,a girl is playing outside in a backyard,1,False,False,False,girl is young,1.0,False,False,False,True,False,False
selected,39ZSFO5CA98IPVELD1Z0IA2N6HRUJE,2881378816.jpg#3r1n,True,the man cannot be wearing a black and white striped shirt and a blue shirt at the same time,0.6666666666666666,False,False,False,the man in the blue shirt is not eating a hotdog. he is clearly playing an instrument because you can see the case sitting next to him and you can see the stand in front of him,1.0,False,False,False,False,True,False
selected,39ZSFO5CA98IPVELD1Z0IA2N6HRUJE,415604639.jpg#1r1e,True,a man and a woman exiting a kitchen are entering a kitchen,0.6666666666666666,False,False,True,if the people are exiting and entering thne they exit and enter,0.6666666666666666,False,False,True,True,False,False
selected,39ZSFO5CA98IPVELD1Z0IA2N6HRUJE,3201517121.jpg#0r1n,True,just because two men are fighting doesn't mean they are soldiers,1,False,False,False,there is nothing in the picture to indicate the two men are soldiers and in fact the two men appear to be the same person,1.0,False,False,False,True,False,False
selected,39ZSFO5CA98IPVELD1Z0IA2N6HRUJE,4917931600.jpg#3r1n,True,the man cannot be kneeling down and crashed a plane simultaneously,1,False,False,False,nothing in the photo indicates a crashed plane,1.0,False,False,False,False,False,True
selected,39ZSFO5CA98IPVELD1Z0IA2N6HRUJE,21514026.jpg#4r1c,True,the woman cannot be naked and wearing a dress at the same time,1,False,False,False,a dress covers your naked body,0.6666666666666666,False,False,False,True,False,False
selected,3KAKFY4PGVE2VQHWGZIZJ0XNGPII3I,2881378816.jpg#3r1n,True,the man cannot be wearing a black and white striped shirt and a blue shirt at the same time,0.6666666666666666,False,False,True,the man in the blue shirt is not eating a hotdog. he is clearly playing an instrument because you can see the case sitting next to him and you can see the stand in front of him,1.0,False,False,True,False,True,False
selected,3KAKFY4PGVE2VQHWGZIZJ0XNGPII3I,415604639.jpg#1r1e,True,a man and a woman exiting a kitchen are entering a kitchen,0,True,False,True,if the people are exiting and entering thne they exit and enter,0.6666666666666666,True,False,True,False,True,False
selected,3KAKFY4PGVE2VQHWGZIZJ0XNGPII3I,3201517121.jpg#0r1n,True,just because two men are fighting doesn't mean they are soldiers,0.6666666666666666,False,True,True,there is nothing in the picture to indicate the two men are soldiers and in fact the two men appear to be the same person,1.0,False,True,True,False,True,False
selected,3KAKFY4PGVE2VQHWGZIZJ0XNGPII3I,21514026.jpg#4r1c,True,the woman cannot be naked and wearing a dress at the same time,1,False,False,False,a dress covers your naked body,0.6666666666666666,False,False,False,True,False,False
selected,32KTQ2V7RERA6BW3INH1267QXOVM9Y,4917931600.jpg#3r1n,True,the man cannot be kneeling down and crashed a plane simultaneously,1,False,False,False,nothing in the photo indicates a crashed plane,1.0,False,False,False,False,True,False
selected,32KTQ2V7RERA6BW3INH1267QXOVM9Y,21514026.jpg#4r1c,True,the woman cannot be naked and wearing a dress at the same time,1,False,False,False,a dress covers your naked body,1.0,False,False,False,False,True,False
selected,36H9ULYP636T6DHVIC41WA1KWQYJFI,2881378816.jpg#3r1n,True,the man cannot be wearing a black and white striped shirt and a blue shirt at the same time,0,True,True,True,the man in the blue shirt is not eating a hotdog. he is clearly playing an instrument because you can see the case sitting next to him and you can see the stand in front of him,1.0,True,True,True,False,True,False
selected,36H9ULYP636T6DHVIC41WA1KWQYJFI,415604639.jpg#1r1e,True,a man and a woman exiting a kitchen are entering a kitchen,1,False,False,False,if the people are exiting and entering thne they exit and enter,1.0,False,False,False,False,False,True
selected,36H9ULYP636T6DHVIC41WA1KWQYJFI,3201517121.jpg#0r1n,True,just because two men are fighting doesn't mean they are soldiers,1,False,False,False,there is nothing in the picture to indicate the two men are soldiers and in fact the two men appear to be the same person,1.0,False,False,False,False,False,True
selected,36H9ULYP636T6DHVIC41WA1KWQYJFI,4917931600.jpg#3r1n,True,the man cannot be kneeling down and crashed a plane simultaneously,0,False,False,False,nothing in the photo indicates a crashed plane,1.0,False,False,False,False,False,True
selected,36H9ULYP636T6DHVIC41WA1KWQYJFI,21514026.jpg#4r1c,True,the woman cannot be naked and wearing a dress at the same time,1,False,False,False,a dress covers your naked body,1.0,False,False,False,True,False,False
selected,308Q0PEVB9POAS6CX8J9AD09GGH9ID,415604639.jpg#1r1e,True,a man and a woman exiting a kitchen are entering a kitchen,1,False,False,False,if the people are exiting and entering thne they exit and enter,1.0,False,False,False,True,False,False
selected,3EFE17QCRDH6JCRR0W1FRW4K8RWHS8,1580159719.jpg#0r1e,True,a group of young people are listening to music,1,False,False,False,music is being played because a guitar and violin make music,1.0,False,False,False,False,True,False
selected,3EFE17QCRDH6JCRR0W1FRW4K8RWHS8,2584487952.jpg#4r1e,True,a dog is outside in a grassy field,1,False,False,False,grass is usually seen outside,1.0,False,False,False,True,False,False
selected,3EFE17QCRDH6JCRR0W1FRW4K8RWHS8,7610186624.jpg#2r1n,True,a girl cutting a sandwich does not imply that she can't wait to eat,1,False,False,False,the girl may be hungry but she may also be able to wait to eat,1.0,False,False,False,True,False,False
selected,3EFE17QCRDH6JCRR0W1FRW4K8RWHS8,1546632452.jpg#0r3e,True,jumping is moving up and down,1,False,False,False,bouncing almost the same as moving up and down,1.0,False,False,False,True,False,False
selected,3EFE17QCRDH6JCRR0W1FRW4K8RWHS8,4941418090.jpg#0r1n,True,a woman is preparing to play music by playing the guitar,0.6666666666666666,False,False,False,it appears as though this woman is preparing to play music because she has her hands on the knobs as she tunes the guitar,1.0,False,False,False,False,True,False
selected,3K5TEWLKGWNM7ZJF09O52VP679OIVS,1580159719.jpg#0r1e,True,a group of young people are listening to music,0.3333333333333333,False,False,True,music is being played because a guitar and violin make music,1.0,False,False,True,False,True,False
selected,3K5TEWLKGWNM7ZJF09O52VP679OIVS,2584487952.jpg#4r1e,True,a dog is outside in a grassy field,1,False,False,False,grass is usually seen outside,1.0,False,False,False,False,False,True
selected,3K5TEWLKGWNM7ZJF09O52VP679OIVS,7610186624.jpg#2r1n,True,a girl cutting a sandwich does not imply that she can't wait to eat,1,False,False,False,the girl may be hungry but she may also be able to wait to eat,1.0,False,False,False,False,False,True
selected,3K5TEWLKGWNM7ZJF09O52VP679OIVS,1546632452.jpg#0r3e,True,jumping is moving up and down,1,False,False,False,bouncing almost the same as moving up and down,1.0,False,False,False,True,False,False
selected,3K5TEWLKGWNM7ZJF09O52VP679OIVS,4941418090.jpg#0r1n,True,a woman is preparing to play music by playing the guitar,0.6666666666666666,False,False,False,it appears as though this woman is preparing to play music because she has her hands on the knobs as she tunes the guitar,1.0,False,False,False,False,True,False
selected,3QEMNNSB2YB3OY2XQXKE5KTQTMZD7J,1580159719.jpg#0r1e,True,a group of young people are listening to music,1,False,False,False,music is being played because a guitar and violin make music,1.0,False,False,False,True,False,False
selected,3QEMNNSB2YB3OY2XQXKE5KTQTMZD7J,2584487952.jpg#4r1e,True,a dog is outside in a grassy field,1,False,False,False,grass is usually seen outside,1.0,False,False,False,True,False,False
selected,3QEMNNSB2YB3OY2XQXKE5KTQTMZD7J,1546632452.jpg#0r3e,True,jumping is moving up and down,1,False,False,False,bouncing almost the same as moving up and down,1.0,False,False,False,True,False,False
selected,3QEMNNSB2YB3OY2XQXKE5KTQTMZD7J,4941418090.jpg#0r1n,True,a woman is preparing to play music by playing the guitar,1,False,False,False,it appears as though this woman is preparing to play music because she has her hands on the knobs as she tunes the guitar,1.0,False,False,False,False,False,False
selected,3S96KQ6I9NGQMWZ430NFAGL8IHUTDB,1580159719.jpg#0r1e,True,a group of young people are listening to music,1,False,False,False,music is being played because a guitar and violin make music,1.0,False,False,False,True,False,False
selected,3S96KQ6I9NGQMWZ430NFAGL8IHUTDB,2584487952.jpg#4r1e,True,a dog is outside in a grassy field,1,False,False,False,grass is usually seen outside,1.0,False,False,False,True,False,False
selected,3S96KQ6I9NGQMWZ430NFAGL8IHUTDB,1546632452.jpg#0r3e,True,jumping is moving up and down,1,False,False,False,bouncing almost the same as moving up and down,1.0,False,False,False,True,False,False
selected,3S96KQ6I9NGQMWZ430NFAGL8IHUTDB,4941418090.jpg#0r1n,True,a woman is preparing to play music by playing the guitar,1,False,False,False,it appears as though this woman is preparing to play music because she has her hands on the knobs as she tunes the guitar,1.0,False,False,False,True,False,False
selected,32EYX73OY1LZNJXYL689K1OEGX0URJ,1580159719.jpg#0r1e,True,a group of young people are listening to music,0.6666666666666666,False,True,False,music is being played because a guitar and violin make music,1.0,False,True,False,True,False,False
selected,32EYX73OY1LZNJXYL689K1OEGX0URJ,2584487952.jpg#4r1e,True,a dog is outside in a grassy field,1,False,False,False,grass is usually seen outside,1.0,False,False,False,True,False,False
selected,32EYX73OY1LZNJXYL689K1OEGX0URJ,1546632452.jpg#0r3e,True,jumping is moving up and down,1,False,False,False,bouncing almost the same as moving up and down,1.0,False,False,False,True,False,False
selected,32EYX73OY1LZNJXYL689K1OEGX0URJ,4941418090.jpg#0r1n,True,a woman is preparing to play music by playing the guitar,1,False,False,False,it appears as though this woman is preparing to play music because she has her hands on the knobs as she tunes the guitar,1.0,False,False,False,False,True,False
selected,3F1567XTNXH1RQUVAGOIJFRV7RD9QX,2923086298.jpg#2r1e,True,vacuuming is a form of cleaning,1,False,False,False,vacuuming is a form of cleaning a floor,1.0,False,False,False,False,False,True
selected,3F1567XTNXH1RQUVAGOIJFRV7RD9QX,4692725862.jpg#1r1c,True,the boys cannot be eating lunch and swimming simultaneously,1,False,False,False,the two boys can not play in the pool and eat lunch in the pool at the same time,1.0,False,False,False,True,False,False
selected,3F1567XTNXH1RQUVAGOIJFRV7RD9QX,2763090857.jpg#2r1e,True,a woman is a human,1,False,False,False,a woman is a human and she can smile,1.0,False,False,False,False,False,True
selected,3F1567XTNXH1RQUVAGOIJFRV7RD9QX,558338473.jpg#1r1e,True,two men practice martial arts together is part of the overall description of them practicing in a gym,0.6666666666666666,False,False,True,"if they are practicing karate moves, they are practicing martial arts, since karate is a martial art",1.0,False,False,True,False,True,False
selected,3F1567XTNXH1RQUVAGOIJFRV7RD9QX,5504963988.jpg#4r1e,True,the workers are working hard because they are preparing fish,0.6666666666666666,False,False,True,"the workers are asian and therefore of asian descent; if they are working hard, they can be seen to be working hard",1.0,False,False,True,False,True,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1Z8OYL,2923086298.jpg#2r1e,True,vacuuming is a form of cleaning,1,False,False,False,vacuuming is a form of cleaning a floor,1.0,False,False,False,True,False,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1Z8OYL,4692725862.jpg#1r1c,True,the boys cannot be eating lunch and swimming simultaneously,1,False,False,False,the two boys can not play in the pool and eat lunch in the pool at the same time,1.0,False,False,False,True,False,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1Z8OYL,2763090857.jpg#2r1e,True,a woman is a human,1,False,False,False,a woman is a human and she can smile,1.0,False,False,False,True,False,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1Z8OYL,558338473.jpg#1r1e,True,two men practice martial arts together is part of the overall description of them practicing in a gym,1,False,False,False,"if they are practicing karate moves, they are practicing martial arts, since karate is a martial art",1.0,False,False,False,True,False,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1Z8OYL,5504963988.jpg#4r1e,True,the workers are working hard because they are preparing fish,1,False,False,False,"the workers are asian and therefore of asian descent; if they are working hard, they can be seen to be working hard",1.0,False,False,False,True,False,False
selected,30ZX6P7VF9795J5JUHPUCR7VNOR2JJ,2923086298.jpg#2r1e,True,vacuuming is a form of cleaning,1,False,False,False,vacuuming is a form of cleaning a floor,1.0,False,False,False,False,True,False
selected,30ZX6P7VF9795J5JUHPUCR7VNOR2JJ,4692725862.jpg#1r1c,True,the boys cannot be eating lunch and swimming simultaneously,1,False,False,False,the two boys can not play in the pool and eat lunch in the pool at the same time,1.0,False,False,False,False,True,False
selected,30ZX6P7VF9795J5JUHPUCR7VNOR2JJ,2763090857.jpg#2r1e,True,a woman is a human,1,False,False,False,a woman is a human and she can smile,1.0,False,False,False,True,False,False
selected,30ZX6P7VF9795J5JUHPUCR7VNOR2JJ,558338473.jpg#1r1e,True,two men practice martial arts together is part of the overall description of them practicing in a gym,1,False,False,False,"if they are practicing karate moves, they are practicing martial arts, since karate is a martial art",1.0,False,False,False,False,True,False
selected,30ZX6P7VF9795J5JUHPUCR7VNOR2JJ,5504963988.jpg#4r1e,True,the workers are working hard because they are preparing fish,1,False,False,False,"the workers are asian and therefore of asian descent; if they are working hard, they can be seen to be working hard",1.0,False,False,False,True,False,False
selected,3VELCLL3GLVMBW1RSNYVSA5Y2BF1FH,2923086298.jpg#2r1e,True,vacuuming is a form of cleaning,1,False,False,False,vacuuming is a form of cleaning a floor,1.0,False,False,False,False,False,True
selected,3VELCLL3GLVMBW1RSNYVSA5Y2BF1FH,4692725862.jpg#1r1c,True,the boys cannot be eating lunch and swimming simultaneously,0.6666666666666666,False,False,False,the two boys can not play in the pool and eat lunch in the pool at the same time,0.6666666666666666,False,False,False,False,False,True
selected,3VELCLL3GLVMBW1RSNYVSA5Y2BF1FH,2763090857.jpg#2r1e,True,a woman is a human,1,False,False,False,a woman is a human and she can smile,1.0,False,False,False,False,False,True
selected,3VELCLL3GLVMBW1RSNYVSA5Y2BF1FH,558338473.jpg#1r1e,True,two men practice martial arts together is part of the overall description of them practicing in a gym,0.6666666666666666,False,False,False,"if they are practicing karate moves, they are practicing martial arts, since karate is a martial art",0.6666666666666666,False,False,False,False,False,True
selected,3VELCLL3GLVMBW1RSNYVSA5Y2BF1FH,5504963988.jpg#4r1e,True,the workers are working hard because they are preparing fish,1,False,False,False,"the workers are asian and therefore of asian descent; if they are working hard, they can be seen to be working hard",0.6666666666666666,False,False,False,False,True,False
selected,33L7PJKHCHAE513DMSCZOO777QD8T0,2923086298.jpg#2r1e,True,vacuuming is a form of cleaning,1,False,False,False,vacuuming is a form of cleaning a floor,1.0,False,False,False,True,False,False
selected,33L7PJKHCHAE513DMSCZOO777QD8T0,4692725862.jpg#1r1c,True,the boys cannot be eating lunch and swimming simultaneously,0.6666666666666666,False,False,True,the two boys can not play in the pool and eat lunch in the pool at the same time,1.0,False,False,True,True,False,False
selected,33L7PJKHCHAE513DMSCZOO777QD8T0,2763090857.jpg#2r1e,True,a woman is a human,0.6666666666666666,False,False,False,a woman is a human and she can smile,1.0,False,False,False,False,True,False
selected,33L7PJKHCHAE513DMSCZOO777QD8T0,558338473.jpg#1r1e,True,two men practice martial arts together is part of the overall description of them practicing in a gym,1,False,False,False,"if they are practicing karate moves, they are practicing martial arts, since karate is a martial art",0.6666666666666666,False,False,False,True,False,False
selected,33L7PJKHCHAE513DMSCZOO777QD8T0,5504963988.jpg#4r1e,True,the workers are working hard because they are preparing fish,0.6666666666666666,False,False,True,"the workers are asian and therefore of asian descent; if they are working hard, they can be seen to be working hard",0.6666666666666666,False,False,True,False,False,True
selected,3WLEIWSYHPTDEDAT6HM90ERGAY72H2,1053116826.jpg#0r5e,True,the children are sitting in the grass so they must be outside,1,False,False,False,children who sit on the grass are sitting outside,1.0,False,False,False,False,False,True
selected,3WLEIWSYHPTDEDAT6HM90ERGAY72H2,4694894610.jpg#1r1n,True,a man playing a guitar on the sidewalk does not imply that he performs everyday,1,False,False,False,"the man is performing, it is unclear that it was everyday",1.0,False,False,False,False,True,False
selected,3WLEIWSYHPTDEDAT6HM90ERGAY72H2,2678171436.jpg#3r1c,True,the man cannot be digging a hole and working on top of a bridge simultaneously,1,False,False,False,the man cannot be on top of the bridge if he is also underneath it,0.6666666666666666,False,False,False,True,False,False
selected,3WLEIWSYHPTDEDAT6HM90ERGAY72H2,4803984649.jpg#3r1c,True,the man cannot simultaneously be standing and chasing dogs,1,False,False,False,standing and chasing are different kind of actions,1.0,False,False,False,True,False,False
selected,3WLEIWSYHPTDEDAT6HM90ERGAY72H2,473323374.jpg#4r1n,True,a child crying does not imply that the child wants to be fed,1,False,False,False,it is not clear if the child wants to be fed,1.0,False,False,False,False,False,True
selected,3TR2532VIQ6XNKOKHJ1X24O73PW6JZ,1053116826.jpg#0r5e,True,the children are sitting in the grass so they must be outside,1,False,False,False,children who sit on the grass are sitting outside,1.0,False,False,False,True,False,False
selected,3TR2532VIQ6XNKOKHJ1X24O73PW6JZ,4694894610.jpg#1r1n,True,a man playing a guitar on the sidewalk does not imply that he performs everyday,1,False,False,False,"the man is performing, it is unclear that it was everyday",1.0,False,False,False,False,False,True
selected,3TR2532VIQ6XNKOKHJ1X24O73PW6JZ,2678171436.jpg#3r1c,True,the man cannot be digging a hole and working on top of a bridge simultaneously,1,False,False,False,the man cannot be on top of the bridge if he is also underneath it,0.6666666666666666,False,False,False,True,False,False
selected,3TR2532VIQ6XNKOKHJ1X24O73PW6JZ,4803984649.jpg#3r1c,True,the man cannot simultaneously be standing and chasing dogs,1,False,False,False,standing and chasing are different kind of actions,1.0,False,False,False,True,False,False
selected,3TR2532VIQ6XNKOKHJ1X24O73PW6JZ,473323374.jpg#4r1n,True,a child crying does not imply that the child wants to be fed,1,False,False,False,it is not clear if the child wants to be fed,1.0,False,False,False,True,False,False
selected,3ZAK8W07I5QBNPDZRTPU05NR78RU0D,1053116826.jpg#0r5e,True,the children are sitting in the grass so they must be outside,1,False,False,False,children who sit on the grass are sitting outside,1.0,False,False,False,True,False,False
selected,3ZAK8W07I5QBNPDZRTPU05NR78RU0D,4803984649.jpg#3r1c,True,the man cannot simultaneously be standing and chasing dogs,1,False,False,False,standing and chasing are different kind of actions,1.0,False,False,False,True,False,False
selected,3TMFV4NEP9Q6XI77HXHAB8E6BJKW81,1053116826.jpg#0r5e,True,the children are sitting in the grass so they must be outside,1,False,False,False,children who sit on the grass are sitting outside,1.0,False,False,False,False,True,False
selected,3TMFV4NEP9Q6XI77HXHAB8E6BJKW81,4803984649.jpg#3r1c,True,the man cannot simultaneously be standing and chasing dogs,1,False,False,False,standing and chasing are different kind of actions,1.0,False,False,False,False,True,False
selected,3VHHR074H4TMMAQP3EI2OX1V2SDL7D,1053116826.jpg#0r5e,True,the children are sitting in the grass so they must be outside,1,False,False,False,children who sit on the grass are sitting outside,1.0,False,False,False,False,True,False
selected,3VHHR074H4TMMAQP3EI2OX1V2SDL7D,2678171436.jpg#3r1c,True,the man cannot be digging a hole and working on top of a bridge simultaneously,1,False,False,False,the man cannot be on top of the bridge if he is also underneath it,1.0,False,False,False,False,True,False
selected,3VHHR074H4TMMAQP3EI2OX1V2SDL7D,4803984649.jpg#3r1c,True,the man cannot simultaneously be standing and chasing dogs,1,False,False,False,standing and chasing are different kind of actions,1.0,False,False,False,True,False,False
selected,3OHYZ19UGDHCBXRKN9AEQ57FY8COAI,1234206849.jpg#4r4e,True,women are wearing hats,1,False,False,False,women covering their head wearing hats are posing for picture,1.0,False,False,False,True,False,False
selected,3OHYZ19UGDHCBXRKN9AEQ57FY8COAI,2394003437.jpg#3r1e,True,a boy riding a motor scooter is riding a motor scooter,0.6666666666666666,False,False,True,a segway is a motor scooter,1.0,False,False,True,False,True,False
selected,3OHYZ19UGDHCBXRKN9AEQ57FY8COAI,3024022266.jpg#1r1e,True,a young boy is a man,0.6666666666666666,False,False,False,a man could be a young surfer,1.0,False,False,False,False,False,True
selected,3OHYZ19UGDHCBXRKN9AEQ57FY8COAI,2852982055.jpg#3r1n,True,just because they are playing in a fountain doesn't mean they are a family,1,False,False,False,the relationship of the people in the picture is unclear or if they are a family,1.0,False,False,False,False,True,False
selected,3OHYZ19UGDHCBXRKN9AEQ57FY8COAI,4974263771.jpg#3r1n,True,just because the adults are looking at something does not mean they want to see it,1,False,False,False,nothing is suggesting that they want to see what the girl is doing,1.0,False,False,False,False,False,True
selected,3YDTZAI2WYSCDG42862C1687DN614X,1234206849.jpg#4r4e,True,women are wearing hats,0.6666666666666666,False,False,True,women covering their head wearing hats are posing for picture,1.0,False,False,True,False,True,False
selected,3YDTZAI2WYSCDG42862C1687DN614X,2394003437.jpg#3r1e,True,a boy riding a motor scooter is riding a motor scooter,,True,False,False,a segway is a motor scooter,1.0,True,False,False,False,True,False
selected,3YDTZAI2WYSCDG42862C1687DN614X,3024022266.jpg#1r1e,True,a young boy is a man,0.6666666666666666,False,False,True,a man could be a young surfer,0.6666666666666666,False,False,True,False,True,False
selected,3YDTZAI2WYSCDG42862C1687DN614X,2852982055.jpg#3r1n,True,just because they are playing in a fountain doesn't mean they are a family,0.6666666666666666,False,False,True,the relationship of the people in the picture is unclear or if they are a family,1.0,False,False,True,False,True,False
selected,3YDTZAI2WYSCDG42862C1687DN614X,4974263771.jpg#3r1n,True,just because the adults are looking at something does not mean they want to see it,0.6666666666666666,False,False,True,nothing is suggesting that they want to see what the girl is doing,0.6666666666666666,False,False,True,False,False,True
selected,3SPJ033422FZ64YQN2WPLV80246YJI,2394003437.jpg#3r1e,True,a boy riding a motor scooter is riding a motor scooter,1,False,False,False,a segway is a motor scooter,1.0,False,False,False,True,False,False
selected,3SPJ033422FZ64YQN2WPLV80246YJI,3024022266.jpg#1r1e,True,a young boy is a man,1,False,False,False,a man could be a young surfer,1.0,False,False,False,True,False,False
selected,3Z9WI9EOZ008VTEJVNSD0ADARVTKH0,1234206849.jpg#4r4e,True,women are wearing hats,1,False,False,False,women covering their head wearing hats are posing for picture,1.0,False,False,False,False,False,True
selected,3Z9WI9EOZ008VTEJVNSD0ADARVTKH0,2394003437.jpg#3r1e,True,a boy riding a motor scooter is riding a motor scooter,1,False,False,False,a segway is a motor scooter,1.0,False,False,False,False,False,True
selected,3Z9WI9EOZ008VTEJVNSD0ADARVTKH0,3024022266.jpg#1r1e,True,a young boy is a man,1,False,False,False,a man could be a young surfer,1.0,False,False,False,False,False,True
